image_link,transformation,ground_truth,human_label,IQA
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/frost/n03770679_771.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/Color_jitter/n02930766_17350.JPEG.Color_jitter_317.png,Color_jitter,car,car,0.8707962594341504
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/frost/n02814533_87140.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/Color_jitter/n03770679_6732.JPEG.Color_jitter_879.png,Color_jitter,car,car,0.33551732934907
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/jpeg_compression/n03127747_8278.JPEG.jpeg_compression_44.png,jpeg_compression,not car,not car,0.47957597562531473
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/RGB/n03100240_2539.JPEG.RGB_4.png,RGB,car,car,0.3614734128330951
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n03938244_31155.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n15075141_13296.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/frost/n03127747_8250.JPEG.frost_188.png,frost,not car,not car,0.2118866677100754
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/jpeg_compression/n02879718_18510.JPEG.jpeg_compression_65.png,jpeg_compression,not car,not car,0.8527697679032102
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/frost/n03770679_20672.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/Color_jitter/n02879718_16594.JPEG.Color_jitter_50.png,Color_jitter,not car,not car,0.4999928235142431
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n02814533_35174.JPEG.gaussian_noise_667.png,gaussian_noise,car,car,0.13423885151237205
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/contrast/n15075141_2129.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/Color_jitter/n04037443_18443.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n02814533_77552.JPEG.gaussian_noise_464.png,gaussian_noise,car,car,0.20160022794970422
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/Color_jitter/n07714571_9352.JPEG.Color_jitter_341.png,Color_jitter,not car,not car,0.007290246564314712
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/contrast/n02123394_5475.JPEG.contrast_702.png,contrast,not car,not car,0.7757512620901797
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/frost/n03770679_771.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/Color_jitter/n02930766_17350.JPEG.Color_jitter_317.png,Color_jitter,car,car,0.8707962594341504
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/frost/n02814533_87140.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/Color_jitter/n03770679_6732.JPEG.Color_jitter_879.png,Color_jitter,car,car,0.33551732934907
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/jpeg_compression/n03127747_8278.JPEG.jpeg_compression_44.png,jpeg_compression,not car,not car,0.47957597562531473
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/RGB/n03100240_2539.JPEG.RGB_4.png,RGB,car,car,0.3614734128330951
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n03938244_31155.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n15075141_13296.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/frost/n03127747_8250.JPEG.frost_188.png,frost,not car,not car,0.2118866677100754
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/jpeg_compression/n02879718_18510.JPEG.jpeg_compression_65.png,jpeg_compression,not car,not car,0.8527697679032102
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/frost/n03770679_20672.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/Color_jitter/n02879718_16594.JPEG.Color_jitter_50.png,Color_jitter,not car,not car,0.4999928235142431
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n02814533_35174.JPEG.gaussian_noise_667.png,gaussian_noise,car,car,0.13423885151237205
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/contrast/n15075141_2129.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/Color_jitter/n04037443_18443.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n02814533_77552.JPEG.gaussian_noise_464.png,gaussian_noise,car,car,0.20160022794970422
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/Color_jitter/n07714571_9352.JPEG.Color_jitter_341.png,Color_jitter,not car,not car,0.007290246564314712
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/contrast/n02123394_5475.JPEG.contrast_702.png,contrast,not car,not car,0.7757512620901797
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/frost/n03770679_771.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/Color_jitter/n02930766_17350.JPEG.Color_jitter_317.png,Color_jitter,car,car,0.8707962594341504
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/frost/n02814533_87140.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/Color_jitter/n03770679_6732.JPEG.Color_jitter_879.png,Color_jitter,car,car,0.33551732934907
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/jpeg_compression/n03127747_8278.JPEG.jpeg_compression_44.png,jpeg_compression,not car,not car,0.47957597562531473
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/RGB/n03100240_2539.JPEG.RGB_4.png,RGB,car,car,0.3614734128330951
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n03938244_31155.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n15075141_13296.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/frost/n03127747_8250.JPEG.frost_188.png,frost,not car,not car,0.2118866677100754
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/jpeg_compression/n02879718_18510.JPEG.jpeg_compression_65.png,jpeg_compression,not car,not car,0.8527697679032102
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/frost/n03770679_20672.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/Color_jitter/n02879718_16594.JPEG.Color_jitter_50.png,Color_jitter,not car,not car,0.4999928235142431
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n02814533_35174.JPEG.gaussian_noise_667.png,gaussian_noise,car,car,0.13423885151237205
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/contrast/n15075141_2129.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/Color_jitter/n04037443_18443.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n02814533_77552.JPEG.gaussian_noise_464.png,gaussian_noise,car,car,0.20160022794970422
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n03095699_2625.JPEG.gaussian_noise_241.png,gaussian_noise,not car,not car,0.30386148673246915
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/frost/n03938244_24294.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n03770679_4972.JPEG.gaussian_noise_369.png,gaussian_noise,car,car,0.22950980343542352
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/jpeg_compression/n03670208_42896.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n02701002_3599.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/jpeg_compression/n02930766_23245.JPEG.jpeg_compression_537.png,jpeg_compression,car,car,0.4370715117777017
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/frost/n03095699_823.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n03777568_7931.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/jpeg_compression/n03770679_21084.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/contrast/n04037443_13489.JPEG.contrast_551.png,contrast,car,car,0.6651757352921345
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/jpeg_compression/n02701002_4996.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/jpeg_compression/n02125311_203.JPEG.jpeg_compression_338.png,jpeg_compression,not car,not car,0.7809839054683797
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/jpeg_compression/n02123394_6674.JPEG.jpeg_compression_348.png,jpeg_compression,not car,not car,0.4477191853599376
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/contrast/n03770679_30983.JPEG.contrast_344.png,contrast,car,car,0.48580667399880306
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/RGB/n15075141_12636.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n02123394_1953.JPEG.gaussian_noise_531.png,gaussian_noise,not car,not car,0.11772379131467219
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/jpeg_compression/n03938244_29442.JPEG.jpeg_compression_663.png,jpeg_compression,not car,not car,0.39958576105482024
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/frost/n02009912_10905.JPEG.frost_106.png,frost,not car,not car,0.06327328972178986
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n03095699_2625.JPEG.gaussian_noise_241.png,gaussian_noise,not car,not car,0.30386148673246915
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/frost/n03938244_24294.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n03770679_4972.JPEG.gaussian_noise_369.png,gaussian_noise,car,car,0.22950980343542352
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/jpeg_compression/n03670208_42896.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n02701002_3599.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/jpeg_compression/n02930766_23245.JPEG.jpeg_compression_537.png,jpeg_compression,car,car,0.4370715117777017
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/frost/n03095699_823.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n03777568_7931.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/jpeg_compression/n03770679_21084.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/contrast/n04037443_13489.JPEG.contrast_551.png,contrast,car,car,0.6651757352921345
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/jpeg_compression/n02701002_4996.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/jpeg_compression/n02125311_203.JPEG.jpeg_compression_338.png,jpeg_compression,not car,not car,0.7809839054683797
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/jpeg_compression/n02123394_6674.JPEG.jpeg_compression_348.png,jpeg_compression,not car,not car,0.4477191853599376
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/contrast/n03770679_30983.JPEG.contrast_344.png,contrast,car,car,0.48580667399880306
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/RGB/n15075141_12636.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n02123394_1953.JPEG.gaussian_noise_531.png,gaussian_noise,not car,not car,0.11772379131467219
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/jpeg_compression/n03938244_29442.JPEG.jpeg_compression_663.png,jpeg_compression,not car,not car,0.39958576105482024
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/frost/n02009912_10905.JPEG.frost_106.png,frost,not car,not car,0.06327328972178986
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n03095699_2625.JPEG.gaussian_noise_241.png,gaussian_noise,not car,not car,0.30386148673246915
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/frost/n03938244_24294.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n03770679_4972.JPEG.gaussian_noise_369.png,gaussian_noise,car,car,0.22950980343542352
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/jpeg_compression/n03670208_42896.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n02701002_3599.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/jpeg_compression/n02930766_23245.JPEG.jpeg_compression_537.png,jpeg_compression,car,car,0.4370715117777017
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/frost/n03095699_823.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n03777568_7931.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/jpeg_compression/n03770679_21084.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/contrast/n04037443_13489.JPEG.contrast_551.png,contrast,car,car,0.6651757352921345
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/jpeg_compression/n02701002_4996.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/jpeg_compression/n02125311_203.JPEG.jpeg_compression_338.png,jpeg_compression,not car,not car,0.7809839054683797
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/jpeg_compression/n02123394_6674.JPEG.jpeg_compression_348.png,jpeg_compression,not car,not car,0.4477191853599376
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/contrast/n03770679_30983.JPEG.contrast_344.png,contrast,car,car,0.48580667399880306
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/RGB/n15075141_12636.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n02123394_1953.JPEG.gaussian_noise_531.png,gaussian_noise,not car,not car,0.11772379131467219
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/jpeg_compression/n03938244_29442.JPEG.jpeg_compression_663.png,jpeg_compression,not car,not car,0.39958576105482024
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/frost/n02009912_10905.JPEG.frost_106.png,frost,not car,not car,0.06327328972178986
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n03095699_2625.JPEG.gaussian_noise_241.png,gaussian_noise,not car,not car,0.30386148673246915
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/frost/n03938244_24294.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n03770679_4972.JPEG.gaussian_noise_369.png,gaussian_noise,car,car,0.22950980343542352
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/jpeg_compression/n03670208_42896.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n02701002_3599.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/jpeg_compression/n02930766_23245.JPEG.jpeg_compression_537.png,jpeg_compression,car,car,0.4370715117777017
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/frost/n03095699_823.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n03777568_7931.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/jpeg_compression/n03770679_21084.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/contrast/n04037443_13489.JPEG.contrast_551.png,contrast,car,car,0.6651757352921345
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/jpeg_compression/n02701002_4996.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/jpeg_compression/n02125311_203.JPEG.jpeg_compression_338.png,jpeg_compression,not car,not car,0.7809839054683797
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/jpeg_compression/n02123394_6674.JPEG.jpeg_compression_348.png,jpeg_compression,not car,not car,0.4477191853599376
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/contrast/n03770679_30983.JPEG.contrast_344.png,contrast,car,not car,0.48580667399880306
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/RGB/n15075141_12636.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n02123394_1953.JPEG.gaussian_noise_531.png,gaussian_noise,not car,not car,0.11772379131467219
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/jpeg_compression/n03938244_29442.JPEG.jpeg_compression_663.png,jpeg_compression,not car,not car,0.39958576105482024
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/frost/n02009912_10905.JPEG.frost_106.png,frost,not car,not car,0.06327328972178986
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n03095699_2625.JPEG.gaussian_noise_241.png,gaussian_noise,not car,not car,0.30386148673246915
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/frost/n03938244_24294.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n03770679_4972.JPEG.gaussian_noise_369.png,gaussian_noise,car,car,0.22950980343542352
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/jpeg_compression/n03670208_42896.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n02701002_3599.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/jpeg_compression/n02930766_23245.JPEG.jpeg_compression_537.png,jpeg_compression,car,car,0.4370715117777017
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/frost/n03095699_823.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/gaussian_noise/n03777568_7931.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/jpeg_compression/n03770679_21084.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/contrast/n04037443_13489.JPEG.contrast_551.png,contrast,car,car,0.6651757352921345
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/jpeg_compression/n02701002_4996.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/jpeg_compression/n02125311_203.JPEG.jpeg_compression_338.png,jpeg_compression,not car,not car,0.7809839054683797
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/jpeg_compression/n02123394_6674.JPEG.jpeg_compression_348.png,jpeg_compression,not car,not car,0.4477191853599376
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/contrast/n03770679_30983.JPEG.contrast_344.png,contrast,car,car,0.48580667399880306
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/RGB/n15075141_12636.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n02123394_1953.JPEG.gaussian_noise_531.png,gaussian_noise,not car,not car,0.11772379131467219
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/jpeg_compression/n03938244_29442.JPEG.jpeg_compression_663.png,jpeg_compression,not car,not car,0.39958576105482024
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/frost/n02009912_10905.JPEG.frost_106.png,frost,not car,not car,0.06327328972178986
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/frost/n02009912_16900.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/frost/n03938244_9845.JPEG.frost_538.png,frost,not car,not car,0.5005796393323496
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/RGB/n03770679_914.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/jpeg_compression/n15075141_1814.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/Color_jitter/n03095699_29616.JPEG.Color_jitter_553.png,Color_jitter,not car,not car,0.6381393630753336
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/RGB/n02125311_35540.JPEG.RGB_593.png,RGB,not car,not car,0.5270476234232886
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/jpeg_compression/n02125311_24710.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/Color_jitter/n02879718_3621.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/jpeg_compression/n02814533_34634.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/Color_jitter/n03777568_17857.JPEG.Color_jitter_675.png,Color_jitter,car,car,0.4698558078744657
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/RGB/n03100240_1988.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/frost/n03670208_19036.JPEG.frost_474.png,frost,car,not car,0.19894567755740802
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/jpeg_compression/n07714571_11908.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n04285008_12659.JPEG.gaussian_noise_3.png,gaussian_noise,car,car,0.9951308190317452
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/contrast/n02701002_5800.JPEG.contrast_173.png,contrast,car,car,0.3417746321485553
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/frost/n02814533_36626.JPEG.frost_605.png,frost,car,car,0.7690273194866645
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/RGB/n03095699_21441.JPEG.RGB_441.png,RGB,not car,not car,0.49933871574765215
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/RGB/n03127747_7409.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/frost/n02009912_16900.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/frost/n03938244_9845.JPEG.frost_538.png,frost,not car,not car,0.5005796393323496
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/RGB/n03770679_914.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/jpeg_compression/n15075141_1814.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/Color_jitter/n03095699_29616.JPEG.Color_jitter_553.png,Color_jitter,not car,not car,0.6381393630753336
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/RGB/n02125311_35540.JPEG.RGB_593.png,RGB,not car,not car,0.5270476234232886
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/jpeg_compression/n02125311_24710.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/Color_jitter/n02879718_3621.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/jpeg_compression/n02814533_34634.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/Color_jitter/n03777568_17857.JPEG.Color_jitter_675.png,Color_jitter,car,car,0.4698558078744657
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/RGB/n03100240_1988.JPEG,original,car,car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/frost/n03670208_19036.JPEG.frost_474.png,frost,car,car,0.19894567755740802
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_ORIGINAL/jpeg_compression/n07714571_11908.JPEG,original,not car,not car,1
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/gaussian_noise/n04285008_12659.JPEG.gaussian_noise_3.png,gaussian_noise,car,car,0.9951308190317452
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/contrast/n02701002_5800.JPEG.contrast_173.png,contrast,car,car,0.3417746321485553
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/frost/n02814533_36626.JPEG.frost_605.png,frost,car,car,0.7690273194866645
https://pilotexp.s3.ca-central-1.amazonaws.com/IMG_TRANSFORMED/RGB/n03095699_21441.JPEG.RGB_441.png,RGB,not car,not car,0.49933871574765215
